Genome	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	Lineage	Sample_accession	Study_accession	Country	Continent	FTP_download
MGYG000234859	MAG	3890888	37	198699	46.69	91.98	0.74	0	0	0	20	GUT_GENOME118335	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS396403	ERP004605	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000234859.gff.gz
MGYG000235117	MAG	4389074	126	70367	46.27	95.44	3.59	94.96	0	0	20	GUT_GENOME006266	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS473342	ERP005989	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000235117.gff.gz
MGYG000235159	MAG	4850100	281	88210	46.81	91.43	1.99	0	99.67	99.83	19	GUT_GENOME229074	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS294906	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000235159.gff.gz
MGYG000235211	MAG	5032501	316	36248	47.63	97.55	4.23	95.8	99.67	99.86	20	GUT_GENOME225451	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1735671	SRP090628	Estonia	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000235211.gff.gz
MGYG000235261	MAG	4045230	213	30898	46.85	94.13	1.12	0	0	0	19	GUT_GENOME255222	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS746766	ERP010700	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000235261.gff.gz
MGYG000235285	MAG	4430235	196	37345	46.91	78.79	0	0	21.14	0	15	GUT_GENOME167637	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS591937	SRP040956	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000235285.gff.gz
MGYG000235287	MAG	3428347	67	79904	47.03	65	0	0	0	10.91	17	GUT_GENOME040805	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1066709	ERP013933	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000235287.gff.gz
MGYG000235357	MAG	3936435	173	32660	47.01	82.24	4.31	0	0	9.09	15	GUT_GENOME188045	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1806065	SRP093506	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000235357.gff.gz
MGYG000235468	MAG	3611404	67	86153	46.92	88.84	0.19	0	0	0	18	GUT_GENOME007536	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS554202	ERP007090	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000235468.gff.gz
MGYG000235519	MAG	3803522	160	88840	47.63	81.68	0.74	94.96	99.67	99.86	18	GUT_GENOME082458	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS537251	ERP006678	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000235519.gff.gz
MGYG000235627	MAG	3858133	41	147422	46.59	94.38	0.12	0	0	5.26	20	GUT_GENOME046017	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1343357	ERP017091	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000235627.gff.gz
MGYG000235648	MAG	4258015	87	73366	46.95	73.97	3.45	0	0	10.7	17	GUT_GENOME033263	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1015700	ERP013562	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000235648.gff.gz
MGYG000235706	MAG	4460073	73	114118	46.46	97.01	1.53	0	21.79	0	19	GUT_GENOME016656	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1997057	SRP100575	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000235706.gff.gz
MGYG000235813	MAG	3852312	71	77387	46.63	75.86	1.72	0	0	5.26	18	GUT_GENOME056914	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS396394	ERP004605	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000235813.gff.gz
MGYG000235896	MAG	3952533	155	45579	46.82	70.34	0	0	0	0	15	GUT_GENOME052677	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS199309	ERP002061	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000235896.gff.gz
MGYG000235907	MAG	4191356	108	113293	46.87	93.65	2.6	0	0	7.42	20	GUT_GENOME268067	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS971850	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000235907.gff.gz
MGYG000235928	MAG	4139277	238	43551	46.98	87.87	2.6	82.35	99.74	99.83	18	GUT_GENOME220075	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1596780	SRP080787	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000235928.gff.gz
MGYG000235945	MAG	3808033	155	44036	47.02	71.9	0	94.96	0	0	15	GUT_GENOME101432	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS017247	SRP002163	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000235945.gff.gz
MGYG000235963	MAG	4083514	423	13768	47.09	92.89	1.05	0	0	13.64	20	GUT_GENOME243633	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1101507	SRP064400	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000235963.gff.gz
MGYG000236062	MAG	4124883	56	122781	46.84	97.8	1.86	0	0	0	19	GUT_GENOME026929	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1444627	ERP019502	Kazakhstan	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000236062.gff.gz
MGYG000236088	MAG	4098762	283	29905	47.57	89.32	3.98	0	0	73.13	17	GUT_GENOME226134	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS259445	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000236088.gff.gz
MGYG000236098	MAG	4327154	40	234620	47.07	97.32	0.12	0	36.07	9.88	20	GUT_GENOME205812	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1996016	SRP100518	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000236098.gff.gz
MGYG000236101	MAG	4028945	416	14912	46.43	95.6	1.14	0	0	0	20	GUT_GENOME160390	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1876661	SRP095580	Netherlands	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000236101.gff.gz
MGYG000236103	MAG	3794959	167	34583	46.99	69.83	0	0	0	0	15	GUT_GENOME057193	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS396408	ERP004605	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000236103.gff.gz
MGYG000236281	MAG	4329985	67	127873	46.45	83.26	0	0	28.11	10.8	18	GUT_GENOME211010	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1905802	SRP096283	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000236281.gff.gz
MGYG000236286	MAG	3932255	348	16722	46.67	74.14	1.72	0	0	0	16	GUT_GENOME244067	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1101363	SRP064400	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000236286.gff.gz
MGYG000236303	MAG	3018351	330	13402	47.71	82.68	4.09	0	0	5.26	17	GUT_GENOME103247	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS064276	SRP002860	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000236303.gff.gz
MGYG000236328	MAG	4258985	37	184958	46.76	98.88	0.12	0	0	0	20	GUT_GENOME111538	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS328922	ERP003612	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000236328.gff.gz
MGYG000236335	MAG	4179349	207	35380	46.77	95.39	2.43	0	0	0	20	GUT_GENOME257701	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS746866	ERP010700	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000236335.gff.gz
MGYG000236376	MAG	3562984	346	17744	47.48	87.48	1.45	0	99.74	90.09	20	GUT_GENOME216056	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS050422	SRP002163	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000236376.gff.gz
MGYG000236418	MAG	3423288	111	61514	47.07	64.48	0	0	0	0	16	GUT_GENOME133528	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS199122	ERP002061	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000236418.gff.gz
MGYG000236548	MAG	3642097	52	106261	47.2	72.76	0	0	0	11.56	17	GUT_GENOME195421	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1858634	SRP095060	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000236548.gff.gz
MGYG000236558	MAG	3056997	153	31624	47.49	77.31	1.18	0	0	0	14	GUT_GENOME209215	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1905545	SRP096283	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000236558.gff.gz
MGYG000236573	MAG	3862802	381	16712	47.18	90.99	2.82	0	0	0	20	GUT_GENOME265975	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS971769	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000236573.gff.gz
MGYG000236589	MAG	4651861	62	186170	46.37	95.17	0.19	0	0	0	20	GUT_GENOME078821	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS473280	ERP005989	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000236589.gff.gz
MGYG000236609	MAG	4549950	47	174980	46.14	99.26	0.74	0	0	0	20	GUT_GENOME114007	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS328990	ERP003612	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000236609.gff.gz
MGYG000236656	MAG	4389626	61	126998	46.49	90.68	2.23	0	0	0	19	GUT_GENOME253298	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS746842	ERP010700	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000236656.gff.gz
MGYG000236676	MAG	4515098	272	35528	47.19	83.54	1.26	94.96	99.67	99.49	20	GUT_GENOME080433	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS473412	ERP005989	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000236676.gff.gz
MGYG000236701	MAG	4271986	56	121997	46.49	96.22	0	0	0	11.56	19	GUT_GENOME206435	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1996016	SRP100518	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000236701.gff.gz
MGYG000236737	MAG	2307799	23	160312	47.19	59.7	0	0	0	5.26	16	GUT_GENOME033068	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1015691	ERP013562	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000236737.gff.gz
MGYG000236768	MAG	3742862	131	41786	46.9	81.38	2.59	0	0	10.77	16	GUT_GENOME199865	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1997019	SRP100575	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000236768.gff.gz
MGYG000236786	MAG	3902065	108	57607	46.58	92.73	0.93	0	0	11.56	20	GUT_GENOME205306	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1996016	SRP100518	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000236786.gff.gz
MGYG000236801	MAG	3523320	203	34302	47.5	84.79	4.01	0	0	6.43	18	GUT_GENOME280519	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS953838	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000236801.gff.gz
MGYG000236848	MAG	4425100	96	71351	46.59	95.7	0.37	0	0	0	19	GUT_GENOME183216	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1719506	SRP090628	Finland	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000236848.gff.gz
MGYG000236927	MAG	3816472	35	195617	46.74	85.5	0.56	0	0	0	20	GUT_GENOME004583	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS473216	ERP005989	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000236927.gff.gz
MGYG000236981	MAG	2984034	269	14574	47.38	71.72	0	0	0	0	14	GUT_GENOME189913	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1820299	SRP093965	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000236981.gff.gz
MGYG000237049	Isolate	4765291	66	140118	46.29	98.61	0.12	0	99.67	99.49	20	GUT_GENOME001852	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SAMN09736629	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000237049.gff.gz
MGYG000237067	MAG	3318647	34	238913	46.47	70	0	0	0	0	18	GUT_GENOME257562	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS746798	ERP010700	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000237067.gff.gz
MGYG000237122	MAG	4054006	51	135368	46.68	98.07	0.31	0	0	0	20	GUT_GENOME151453	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS294956	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000237122.gff.gz
MGYG000237139	MAG	3944285	45	171181	46.75	96.26	0.37	0	0	0	19	GUT_GENOME116856	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS396360	ERP004605	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000237139.gff.gz
MGYG000237289	MAG	3925478	64	102785	46.65	79.31	0.86	0	0	0	19	GUT_GENOME277000	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS972265	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000237289.gff.gz
MGYG000237425	MAG	4848463	283	51739	47.54	91.67	2.19	95.8	99.67	99.86	19	GUT_GENOME223506	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1719336	SRP090628	Finland	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000237425.gff.gz
MGYG000237447	MAG	4144156	300	20009	46.88	67.59	1.72	0	0	0	16	GUT_GENOME209936	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1905650	SRP096283	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000237447.gff.gz
MGYG000237474	MAG	3490524	186	29182	47.76	75.16	1.72	0	0	0	14	GUT_GENOME017061	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1997009	SRP100575	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000237474.gff.gz
MGYG000237479	MAG	3640778	276	21030	48.27	65.86	1.72	0	0	0	15	GUT_GENOME131382	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	NA	NA	Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000237479.gff.gz
MGYG000237480	MAG	4564302	148	53526	46.43	96.58	1.56	0	0	0	18	GUT_GENOME176235	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1205234	SRP067325	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000237480.gff.gz
MGYG000237522	MAG	3508837	326	16597	47.56	76.9	4.31	0	0	10.63	18	GUT_GENOME276250	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS972223	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000237522.gff.gz
